LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
207,6905,135531,Secondary,78,9,22,77,7.8,21.7,14.7,"£45,306"
208,2001,146368,Primary,41,27,7,40.6,24.1,7,16.1,"£38,624"
208,2022,100556,Primary,17,9,3,13.8,8.1,3,15.6,"£53,430"
208,2115,100560,Primary,23,19,14,19.7,13.8,12.1,22.4,"£43,079"
208,2265,100564,Primary,34,26,10,33.6,18.8,9.7,18.4,"£44,704"
208,2292,100566,Primary,24,7,8,22.9,7,7,15.2,"£43,446"
208,2295,100567,Primary,53,44,27,47.7,35.2,20.4,18.8,"£42,160"
208,2331,100572,Primary,19,33,14,18.6,33,14,22,"£38,440"
208,2332,137430,Primary,14,18,3,12,12.4,2.6,17,"£50,937"
208,2359,100574,Primary,51,76,21,50.2,64.8,21,16.2,"£47,936"
208,2371,100576,Primary,32,29,8,30.9,26.7,7.5,11.1,"£46,570"
208,2459,100577,Primary,21,28,3,20.9,25.2,3,20.6,"£41,714"
208,2504,100578,Primary,17,13,6,16.6,11.4,5.1,19,"£45,838"
208,2575,100584,Primary,23,17,9,20.2,14.5,7.3,16.7,"£44,074"
208,2578,100585,Primary,35,15,13,32.2,10.6,10.1,15.4,"£45,715"
208,2591,100586,Primary,25,24,8,22.2,19.7,6.6,19.4,"£42,938"
208,2617,100588,Primary,17,18,8,13.8,14.4,6.1,16.2,"£54,346"
208,2626,100589,Primary,16,13,3,13.4,8.5,2.2,18.2,"£42,140"
208,2657,100590,All through,50,39,16,48.2,38.1,15.6,18.4,"£43,532"
208,2664,100591,Primary,35,34,18,32.5,22.7,14.5,16.1,"£49,179"
208,2783,100593,Primary,22,18,10,21.8,14.6,7.8,18.1,"£45,168"
208,2785,100595,Primary,28,40,5,25.9,37.6,4.9,20.3,"£44,852"
208,2794,100597,Primary,21,36,3,20,31.5,3,21,"£49,266"
208,2808,100598,Primary,20,24,8,20,19.3,7.9,18.1,"£47,108"
208,2836,100601,Primary,14,25,12,12.9,16.6,6,16.5,"£43,382"
208,2868,100604,Primary,13,6,5,12.7,4.7,5,17.2,"£50,460"
208,2895,100608,Primary,13,16,7,11.8,10.4,4,19.7,"£49,635"
208,2897,131247,Primary,26,14,4,25.6,12.1,3.9,13.8,"£44,139"
208,2898,131340,Primary,30,17,5,28.1,14.8,4.9,15.3,"£39,894"
208,2899,144308,Primary,37,36,7,35.7,31.2,6.5,18.9,"£45,552"
208,2900,131824,Primary,46,42,42,39.7,33.4,27.1,17.7,"£45,576"
208,2901,131874,Primary,28,11,5,27.3,10.3,5,13.2,"£41,693"
208,2902,100582,Primary,24,39,19,23.4,37.9,18.1,24.8,"£41,834"
208,2903,133315,Primary,20,19,6,19.8,16.4,5.4,15.9,"£46,014"
208,2905,133584,Primary,22,21,12,20.2,16.8,11.4,19.7,"£48,691"
208,3000,133662,Primary,21,12,8,20.8,11.6,6.9,18.2,"£43,980"
208,3307,100609,Primary,25,26,6,23.4,24.2,5,17.4,"£43,130"
208,3324,100610,Primary,12,17,3,11.6,15,3,16.2,"£43,843"
208,3329,145614,Primary,12,9,4,11,7.4,3.4,18.2,"£47,546"
208,3375,100612,Primary,13,11,4,11.8,8.2,3.3,17.4,"£44,372"
208,3403,100613,Primary,12,15,4,11.1,12.7,3.9,17.2,"£47,877"
208,3457,100614,Primary,11,6,4,10.8,6,3.2,16.5,"£43,889"
208,3466,100615,Primary,13,13,5,11.9,12.4,4.2,19.2,"£44,876"
208,3491,100616,Primary,11,8,3,10.6,7.9,2.9,17.9,"£42,553"
208,3493,145615,Primary,18,18,3,16.6,14.1,3,17.5,"£41,117"
208,3499,145616,Primary,13,9,5,11.6,8.4,3.5,16.4,"£45,905"
208,3502,100619,Primary,12,12,3,11.3,10.6,2.5,18.8,"£45,380"
208,3589,100620,Primary,12,12,15,9.1,7.7,6.7,21.6,"£57,429"
208,3596,100621,Primary,12,14,2,10.8,12.9,2,20,"£44,371"
208,3621,100622,Primary,14,21,6,14,18.1,4.3,23.2,"£43,155"
208,3641,100623,Primary,14,15,3,13,11.4,3,21.3,"£42,865"
208,3642,134507,Primary,9,10,4,9,9,4,22.1,"£45,151"
208,3643,135614,Primary,14,14,3,13.8,12.9,2.7,17.6,"£43,470"
208,4000,139659,Secondary,56,15,7,55.4,14.1,7,12,"£41,667"
208,4002,140564,16 plus,17,1,3,15.6,0.6,2.7,9.1,"£41,532"
208,4003,140966,Secondary,36,2,8,35.5,2,7.8,11.8,"£42,590"
208,4005,142905,Secondary,20,0,6,18.4,0,5.5,12,"£45,342"
208,4223,100624,Secondary,72,14,12,69.8,13.2,11.9,13.4,"£49,159"
208,4321,100625,Secondary,53,25,20,53,24.2,20,15.1,"£46,422"
208,4322,136450,Secondary,31,9,12,31,9,11.1,32.4,"£43,302"
208,4509,100627,Secondary,40,15,17,36.8,11.8,15.7,14.7,"£46,936"
208,4731,144309,Secondary,84,25,27,81.9,24,26.4,13.5,"£47,332"
208,5200,100628,Primary,14,10,3,11.1,8.4,2.5,20.4,"£47,438"
208,5201,100629,Primary,20,44,3,19.4,15.1,2.6,20.4,"£47,162"
208,5202,137295,Primary,23,20,11,19.6,14.8,5.6,21.5,"£49,278"
208,5203,100631,Primary,11,13,3,10.8,11.5,2.5,16.8,"£44,583"
208,5204,100632,Primary,23,16,3,21.6,15.1,2.6,20.3,"£43,668"
208,5205,100633,Primary,19,19,10,16.8,14.3,9,24.9,"£42,861"
208,5206,100634,Primary,14,16,3,13.2,13.4,3,17.8,"£50,512"
208,5208,100636,Primary,22,15,5,18.3,10,4.6,18.2,"£47,753"
208,5209,100602,Primary,46,29,9,46,25.8,8.7,19.6,"£38,766"
208,5400,100637,Secondary,70,15,30,66.8,12.5,26,15.1,"£49,060"
208,5401,100638,Secondary,95,23,29,91.1,19.3,21.4,13.6,"£49,590"
208,5402,137093,All through,126,38,48,116.1,36.1,45.7,14.3,"£46,629"
208,5403,100640,Secondary,28,2,12,27.9,2,11.2,0,"£45,128"
208,5404,137966,Secondary,37,8,16,35,7.5,14.4,14,"£46,223"
208,5405,100642,Secondary,55,22,16,53.8,20.2,15.2,11.7,"£46,311"
208,6905,134815,Secondary,66,9,23,64.4,9,22.1,13.9,"£48,844"
208,6906,135389,Secondary,46,11,15,45,10.5,13.9,14.8,"£46,679"
208,6907,137954,Secondary,48,27,12,48,27,12,15.9,"£42,344"
209,2000,100671,Primary,28,18,19,27.8,14.5,14.1,19.6,"£39,672"
209,2001,139672,Primary,14,8,3,13.4,6.9,3,26.7,"£38,516"
209,2002,142456,Primary,20,25,7,16.4,15.3,4.5,25.2,"£45,904"
209,2004,146100,Primary,30,18,8,29.4,17,5.2,12.7,"£44,143"
209,2023,100672,Primary,31,42,7,26.9,30.3,5.2,16.3,"£44,451"
209,2029,100673,Primary,16,21,6,12.7,10.4,4.3,18.6,"£47,240"
209,2068,100674,Primary,27,26,19,23.3,18.3,11.8,20,"£44,076"
209,2108,146221,Primary,26,32,13,23.4,20.4,10.7,18.9,"£46,639"
209,2127,100676,Primary,34,35,21,30.1,25.1,15.1,21.5,"£43,817"
209,2148,100677,Primary,29,16,15,26.5,9.7,9.6,15.8,"£40,722"
209,2158,100678,Primary,30,42,11,27.7,27.3,9.8,19.5,"£48,415"
209,2163,100679,Primary,24,29,14,22.8,16.7,12.7,21.6,"£44,629"
209,2187,100680,Primary,28,13,10,21.9,9.6,9,19.9,"£43,698"
209,2197,100681,Primary,30,37,7,27.6,23.8,5.5,17.1,"£43,077"
209,2225,100683,Primary,29,32,19,25.8,26.7,11.6,20.5,"£43,230"
209,2259,100684,Primary,35,27,12,31.4,17.9,8.6,20.3,"£40,900"
209,2267,100685,Primary,12,1,2,11.2,1,2,21.7,"£49,276"
209,2289,100686,Primary,25,39,8,22,22.2,5.4,21.9,"£44,797"
209,2304,100687,Primary,42,24,13,37.7,22.4,12.6,17.6,"£44,642"
209,2307,100688,Primary,30,30,14,25.9,19.8,10.7,18.7,"£46,696"
209,2342,100689,Primary,19,13,7,17.1,9.4,6.5,24.5,"£46,757"
209,2347,100690,Primary,40,42,7,35.1,35.3,5.4,17.7,"£44,596"
209,2349,100691,Primary,22,15,9,21.6,13.9,7.9,20.1,"£44,217"
209,2374,100692,Primary,21,26,7,21,17.1,6,18.1,"£43,795"
209,2381,100693,Primary,25,14,12,21.7,12.6,9.8,20.8,"£46,323"
209,2390,100695,Primary,12,1,0,12,1,0,32.7,"£45,087"
209,2403,100696,Primary,23,33,7,20.2,19.1,5.4,18.8,"£46,262"
209,2491,100699,Primary,21,22,18,18.6,18.3,6.7,22.6,"£45,573"
209,2493,100700,Primary,25,28,18,21.4,21,13.6,21.4,"£43,494"
209,2529,100701,Primary,34,34,23,30.2,24.5,10.9,19.8,"£39,885"
209,2536,100703,Primary,39,46,17,33.6,28.4,11.6,19.6,"£45,931"
209,2570,100704,Primary,15,6,7,13.8,4.1,4.7,22.4,"£42,677"
209,2571,100705,Primary,18,18,3,14.7,11.1,2.5,19.4,"£46,076"
209,2599,137441,Primary,32,29,7,29.8,24.4,6.8,15,"£45,737"
209,2606,100708,Primary,38,41,15,33.2,28.7,10.7,19.1,"£46,682"
209,2782,100709,Primary,35,31,15,30.4,24.2,10.2,19.3,"£46,401"
209,2811,100710,Primary,23,26,8,17.6,16.5,6.3,26.4,"£51,962"
209,2815,100711,Primary,28,21,8,24.9,13.5,5.9,19.3,"£49,551"
209,2818,100712,Primary,19,12,4,11.8,8.2,3.7,21.8,"£56,730"
209,2869,100713,Primary,25,24,8,19.8,15.2,7.7,21.6,"£47,068"
209,2870,100714,Primary,12,25,5,11.6,10.4,2.1,20.3,"£43,963"
209,2871,100715,Primary,13,18,5,11.2,12.9,3.9,17.5,"£46,995"
209,2878,100716,Primary,17,11,6,14.8,8.3,5.6,20.9,"£43,332"
209,2887,100717,Primary,16,7,5,13.1,5.7,4.2,20.3,"£49,983"
209,2911,100718,Primary,38,34,31,33.8,29.6,20.1,19.5,"£43,072"
209,3301,100719,Primary,14,11,4,10.8,7.2,3.5,22.1,"£44,931"
209,3315,100720,Primary,12,16,3,8.4,9.4,2.1,22.6,"£53,558"
209,3325,145621,Primary,11,7,10,11,5.3,9.4,20.8,"£45,520"
209,3344,100722,Primary,11,12,5,11,9.8,4.1,20.8,"£48,368"
209,3360,100723,Primary,13,10,6,11.2,6.3,4.8,15.4,"£42,121"
209,3374,100724,Primary,16,8,6,13.3,4.8,5.1,17,"£41,749"
209,3416,100725,Primary,12,11,5,9.8,7.5,3.1,22.1,"£50,780"
209,3420,100726,Primary,21,26,5,18.6,14.6,4.9,20.4,"£41,698"
209,3454,100727,Primary,9,11,5,8.8,8.3,4.4,22.3,"£46,688"
209,3472,100728,Primary,10,11,7,9.2,6.4,4.9,22.6,"£46,521"
209,3478,100729,Primary,14,11,5,10.4,8.9,4.9,23.6,"£50,822"
209,3518,100730,Primary,13,14,6,12.1,6.1,4.7,17.5,"£42,735"
209,3548,100731,Primary,11,10,7,10.4,6.2,4.5,18.5,"£49,348"
209,3588,100732,Primary,19,17,4,15.7,12.8,3.6,20,"£44,481"
209,3594,100733,Primary,13,7,8,11.8,4.6,4.9,18.4,"£44,592"
209,3597,100734,Primary,20,20,5,12.4,10,4.1,19.4,"£44,930"
209,3650,100737,Primary,10,20,3,7.8,8.2,2,28.6,"£46,721"
209,3661,100739,Primary,17,13,6,12.7,8,4.7,18.5,"£48,321"
209,4047,100740,Secondary,75,12,26,65.9,10.1,23.7,13.7,"£44,865"
209,4204,100741,Secondary,89,11,32,84,9,27.1,16.9,"£47,640"
209,4249,100742,Secondary,58,22,28,56.7,21.9,24.7,15.4,"£45,538"
209,4267,100743,Secondary,60,13,26,53.8,11.5,23.5,14.5,"£46,127"
209,4289,100745,Secondary,77,14,28,74.2,13.5,27.6,16.9,"£43,324"
209,4323,100747,All through,72,25,29,68.7,21.9,27.3,14.7,"£45,731"
209,4600,100748,Secondary,44,13,15,41.9,10.1,14.2,13.3,"£49,184"
209,4636,100749,All through,60,29,16,59.5,24.9,15.1,15.2,"£43,236"
209,4646,100750,Secondary,61,7,31,56.5,7,25.4,16.5,"£50,842"
209,4802,100752,Secondary,49,0,5,47.6,0,4.5,17.2,"£45,986"
209,5201,135843,All through,50,19,22,49.4,17.9,20.2,16.2,"£46,980"
209,6905,135073,All through,102,22,38,96.5,20.2,34.5,18.7,"£46,433"
209,6906,135070,All through,87,14,30,86,12.8,27.9,15.3,"£41,942"
209,6907,135264,All through,71,19,21,69,18.5,19.9,13.7,"£45,537"
210,2001,138270,Primary,16,10,1,15.3,10,1,21.2,"£38,240"
210,2002,139907,Primary,13,12,3,11.2,10.3,3,25.6,"£41,583"
210,2003,100774,Primary,28,25,5,26.1,22.5,5,15.9,"£41,018"
210,2004,140937,Primary,16,12,2,14.5,11.8,2,19.1,"£48,908"
210,2005,141666,Primary,31,11,8,30.6,10.2,5.9,13.4,"£36,539"
210,2006,142090,Primary,17,17,28,14.9,12.4,12,19.4,"£44,340"
210,2007,142875,Primary,11,8,3,10.3,8,3,16.5,"£42,376"
210,2008,145130,Primary,25,24,16,22.9,21,7.6,17.2,"£42,894"
210,2009,145888,Primary,2,2,2,2,2,1.6,12,SUPP
210,2038,100775,Primary,15,19,9,12.9,16.3,4.4,19.3,"£44,542"
210,2085,100780,Primary,30,13,14,29.5,10.7,11.9,14.5,"£38,818"
210,2100,100781,Primary,20,29,10,19.9,23.3,8.4,24.1,"£42,983"
210,2116,100782,Primary,20,28,9,18.8,21.9,7.2,19.7,"£44,915"
210,2123,100783,Primary,27,13,6,25.3,10.5,5.4,11.3,"£39,872"
210,2138,100784,Primary,15,15,6,12.9,10.9,4.1,15.6,"£41,460"
210,2142,100785,Primary,33,44,6,31.8,38.1,5.9,17.4,"£46,482"
210,2161,100786,Primary,21,32,7,18.6,25.3,6.9,22.6,"£44,652"
210,2169,136665,Primary,28,21,16,19.8,13.8,8.7,18.2,"£47,853"
210,2257,100790,Primary,38,31,10,32.8,22.3,7.8,19.1,"£44,708"
210,2263,100791,Primary,21,17,17,20.1,12.6,9.5,18.9,"£45,477"
210,2293,100793,Primary,25,12,8,23.4,10,7,16.8,"£46,105"
210,2308,100794,Primary,12,7,3,11.9,6.4,2.4,17.3,"£42,727"
210,2323,100795,Primary,21,26,5,21,22.2,5,18.7,"£43,130"
210,2328,100796,Primary,39,28,23,32.5,19.8,15.6,16.9,"£43,203"
210,2335,140507,Primary,31,21,11,28.9,20.1,10.9,16.9,"£40,875"
210,2339,100798,Primary,35,35,14,29.5,25.4,8.9,16.3,"£51,851"
210,2351,100800,Primary,21,31,6,20.5,22.6,6,18.1,"£43,539"
210,2365,100801,Primary,20,20,6,19.6,14.1,5.1,16.8,"£41,775"
210,2392,100802,Primary,26,20,6,22.5,14.8,6,18.9,"£50,636"
210,2411,100803,Primary,25,28,5,22.1,22.1,3.5,20,"£45,574"
210,2500,137648,Primary,39,31,18,38.3,24,13.6,14.7,"£39,536"
210,2514,100808,Primary,22,25,2,20.9,12.2,1.4,14.8,"£46,080"
210,2516,100809,Primary,17,28,7,15.6,16,5.1,17.2,"£47,121"
210,2526,100810,Primary,26,30,15,25.4,24.2,13.9,16.8,"£48,891"
210,2560,100811,Primary,17,13,7,16.3,11.6,7,12.2,"£43,895"
210,2562,100812,Primary,28,24,8,25.8,19.5,7.4,17,"£42,890"
210,2607,100813,Primary,14,10,4,12.9,9,3.8,15.7,"£47,402"
210,2609,100814,Primary,14,22,7,12.3,12.6,6.1,15.3,"£43,900"
210,2621,100815,Primary,11,11,2,10.6,7.1,2,13.7,"£45,736"
210,2848,100817,Primary,35,30,9,33.3,27.6,9,18.5,"£43,975"
210,2852,100818,Primary,14,12,7,12.6,10.7,6.4,18,"£48,031"
210,2853,100819,Primary,20,38,13,19,29.1,11.9,21.1,"£45,224"
210,2855,100821,Primary,21,30,9,18.6,18.6,8.1,22.3,"£53,225"
210,2856,130918,Primary,33,64,8,31.7,40.8,6.2,20.6,"£43,359"
210,2857,137413,Primary,19,14,5,18.5,11.6,5,17.4,"£36,689"
210,2858,131843,Primary,24,22,14,23,20.6,9.7,17.9,"£50,357"
210,3313,100822,Primary,8,10,4,7.6,6.7,3.1,27.2,"£45,645"
210,3337,100823,Primary,15,13,4,12.6,10.6,2.9,21.2,"£42,465"
210,3341,100824,Primary,16,16,8,15.6,12.7,5.5,21.4,"£39,242"
210,3399,100825,Primary,12,20,4,10.1,13.7,3.9,21.4,"£42,115"
210,3435,100826,Primary,19,16,7,18.1,11,6.4,23.8,"£48,635"
210,3445,100827,Primary,7,12,2,7,8.4,1.6,20.9,"£44,277"
210,3447,100828,Primary,11,7,7,11,4.9,6.5,21.1,"£37,315"
210,3452,100829,Primary,34,30,6,33,26.2,5.1,16.2,"£38,341"
210,3460,100830,Primary,24,22,7,21.4,17.4,6.1,18.5,"£42,103"
210,3468,100831,Primary,9,15,3,8.4,10.9,2.5,20.7,"£46,737"
210,3475,100832,Primary,18,31,10,16.5,19.3,6.6,21,"£38,158"
210,3476,100833,Primary,12,12,4,11.8,9.9,3.8,19.1,"£44,996"
210,3484,100834,Primary,15,18,6,13.2,10.5,4,17.4,"£42,943"
210,3492,100835,Primary,9,5,1,8.6,4.1,0.8,11.4,"£43,506"
210,3508,100836,Primary,11,12,3,10.9,6.6,2.5,18.1,"£46,529"
210,3516,100837,Primary,10,12,6,9.6,9.5,4.7,18,"£44,981"
210,3573,100838,Primary,16,14,8,15.4,10.9,7.7,16.7,"£42,859"
210,3586,100839,Primary,11,10,8,10,8.6,4.8,20.8,"£44,003"
210,3593,100840,Primary,15,10,4,12.7,7.6,3.6,17.3,"£39,746"
210,3669,100841,Primary,14,14,6,12.6,10.7,6,18,"£42,856"
210,3670,134903,Primary,20,32,13,19.2,22.5,11.7,18.8,"£43,213"
210,4000,139587,Secondary,36,4,10,34.8,4,9.1,10.7,"£42,125"
210,4001,139718,Secondary,43,13,23,42.6,12.5,22.6,14.1,"£39,000"
210,4002,140221,Secondary,44,13,15,43.2,13,15,16.5,"£40,014"
210,4003,142178,Secondary,16,0,3,15.1,0,3,27.8,"£42,676"
210,4005,145313,Secondary,79,17,29,75.2,15.9,27.7,13.4,"£51,486"
210,4265,136309,Secondary,162,4,9,153.5,2.5,8.6,13.2,"£44,640"
210,4318,136298,Secondary,67,15,19,63.1,13.5,16.5,19.7,"£42,190"
210,4680,100849,Secondary,64,7,25,60.8,5.8,21.2,12.3,"£47,442"
210,5200,100851,Primary,14,17,4,10.9,14.3,3.8,30.2,"£55,731"
210,5201,100852,Primary,23,17,10,20.1,11.8,5.6,21.6,"£50,086"
210,5203,100853,Primary,14,14,2,10.8,9.9,1.4,21.4,"£57,238"
210,5204,100854,Primary,10,13,1,9,9.4,1,17.8,"£50,850"
210,5205,100855,Primary,11,23,4,10,12.1,3.9,21.1,"£54,012"
210,5207,100816,Primary,19,25,11,17.5,18.3,9.1,16.2,"£47,249"
210,5209,146117,Primary,23,27,8,21.8,16.3,7.1,21.1,"£40,805"
210,5402,100857,Secondary,76,6,9,74,6,7.3,12.6,"£45,892"
210,5403,138961,Secondary,84,4,17,78.5,3.5,15.3,11,"£44,788"
210,5404,100859,Secondary,55,10,16,51.6,9.6,15.7,11.9,"£50,828"
210,5405,138960,Secondary,73,10,17,71.5,8.7,16.1,12,"£51,244"
210,6905,134222,Secondary,98,31,28,96.9,27.9,26.9,15.5,"£49,023"
210,6906,134225,Secondary,49,6,22,46.7,5.9,20.7,11.1,"£42,500"
210,6907,131747,Secondary,67,7,16,64.1,7,15.1,12.7,"£39,582"
210,6908,132711,Secondary,65,5,22,62,5,17.7,14,"£44,345"
210,6909,135315,Secondary,64,23,26,63,22.1,24.2,16,"£44,534"
210,6912,135584,All through,96,25,27,95.5,22.1,26.1,12.7,"£43,317"
210,6913,135816,Secondary,52,5,16,51.2,5,15.2,15.9,"£47,996"
211,2000,137016,Primary,18,10,4,15.3,9.5,2.1,18.1,"£41,419"
211,2001,140096,Primary,44,42,11,39.8,31.6,10.2,18.2,"£42,047"
211,2002,131936,Primary,20,20,10,20,17,8.7,21.8,"£45,127"
211,2003,133288,Primary,20,26,14,18.3,20.5,10.1,21,"£46,584"
211,2004,133574,Primary,28,20,9,25.9,18.1,7.4,18.9,"£43,432"
211,2005,134160,Primary,27,52,8,24.8,34.4,8,20.6,"£53,246"
211,2006,139423,Primary,18,40,11,17.6,31.9,10,25.2,"£42,359"
211,2008,138276,Primary,20,8,8,19,5.7,7.6,15.8,"£40,537"
211,2009,141039,Primary,18,5,3,14.7,5,1.7,14.9,"£41,463"
211,2043,100890,Primary,38,43,14,38,34,12.8,16.1,"£44,121"
211,2056,100891,Primary,48,64,19,48,44.9,17.6,18,"£46,893"
211,2059,100892,Primary,27,31,6,25.4,22.3,5.9,16.1,"£45,350"
211,2091,100893,Primary,18,21,6,15.6,15.8,3.9,15.4,"£47,980"
211,2097,100894,Primary,30,36,17,27,27.5,15.4,20.1,"£45,974"
211,2099,100895,Primary,33,15,5,27.7,9.5,3.8,12.5,"£43,884"
211,2110,100896,Primary,20,25,10,19.4,15.5,8.2,17.6,"£46,060"
211,2118,100897,Primary,31,29,10,28.5,17.6,8.3,14.6,"£43,406"
211,2144,100898,Primary,24,20,6,22.4,14.8,5.4,15.8,"£46,341"
211,2145,140064,Primary,37,40,14,35.8,32,13,19.8,"£41,275"
211,2147,100900,Primary,29,31,11,27.6,22.4,10.1,16.4,"£47,570"
211,2159,144699,Primary,32,27,8,27.3,22.6,7.8,17.4,"£47,726"
211,2254,100902,Primary,27,28,10,24,22.7,9.6,14.8,"£51,147"
211,2270,100903,Primary,13,13,5,12.4,8.1,4.8,16.8,"£48,661"
211,2281,100904,Primary,23,25,8,21,16.8,6.9,15.2,"£45,433"
211,2341,100906,Primary,25,22,11,23.2,19.6,9,18.3,"£47,389"
211,2377,100907,Primary,15,15,6,14.2,11.9,5.2,17.2,"£44,109"
211,2378,100908,Primary,13,20,3,11.7,14.9,3,19.4,"£48,067"
211,2397,100911,Primary,24,24,11,23.2,19.1,9.8,19,"£42,813"
211,2402,100912,Primary,44,34,13,40.3,29.1,11,16,"£45,958"
211,2406,100913,Primary,25,26,6,22.2,21.7,5,17.1,"£43,872"
211,2432,100914,Primary,15,16,5,13.4,12.6,5,15.1,"£45,329"
211,2441,100915,Primary,17,17,18,16.6,13.9,11.2,20.1,"£46,955"
211,2446,100916,Primary,25,15,10,22.3,13.1,7.3,17.1,"£47,318"
211,2499,100917,Primary,26,27,9,24,20.9,6.7,18.1,"£46,069"
211,2533,100920,Primary,40,32,16,36.9,26.9,14.8,18.5,"£44,936"
211,2557,137682,Primary,23,14,7,18.2,13.4,5.5,19.4,"£47,805"
211,2568,144235,Primary,38,36,11,35.5,32.1,11,17.5,"£39,474"
211,2569,100923,Primary,25,14,8,23.4,11.1,5.6,14.4,"£46,470"
211,2623,100926,Primary,13,11,2,13,10.4,1.8,16.3,"£43,680"
211,2631,100927,Primary,23,23,8,22.4,20.9,7.5,19.5,"£44,428"
211,2658,100928,Primary,32,19,10,29.3,15.8,9.4,17.4,"£49,402"
211,2828,100930,Primary,26,22,9,24.2,19,7.9,18.1,"£44,229"
211,2857,100931,Primary,15,17,9,13.2,13.5,5.7,17.4,"£49,349"
211,2893,100932,Primary,16,17,6,14.7,14.9,6,20.9,"£47,197"
211,2908,100934,Primary,23,21,18,22.2,17.9,8.7,18.5,"£44,732"
211,2909,100935,Primary,12,20,5,12,13.7,4.4,13.8,"£49,419"
211,2910,100936,Primary,18,15,14,17.2,12.6,8.5,16.7,"£43,799"
211,2912,100937,Primary,25,38,14,22.6,25.8,12,18.5,"£45,109"
211,2916,100938,Primary,16,12,5,14.4,9.9,5,15,"£49,089"
211,2917,100939,Primary,31,39,9,27.7,34.3,7.9,17.1,"£43,183"
211,2918,100940,Primary,12,9,7,10.6,7,6.1,20.4,"£50,761"
211,2919,100941,Primary,27,21,9,23.4,17.5,7.3,17.9,"£48,426"
211,2920,144236,Primary,18,16,13,17.6,15.4,10.6,13.5,"£41,501"
211,2921,100943,Primary,14,12,6,12.2,7.2,5.4,13.4,"£45,489"
211,2922,130352,Primary,37,53,25,35.6,45.7,18.9,18,"£43,962"
211,2999,131737,Primary,26,18,5,25.1,14.4,5,16.9,"£43,025"
211,3332,100944,Primary,13,13,6,11.1,8.8,5,16.8,"£44,617"
211,3346,100945,Primary,8,15,3,7.2,11.9,1.6,25.8,"£52,499"
211,3350,100946,Primary,9,11,3,9,9.2,3,20.9,"£48,029"
211,3397,100949,Primary,13,11,7,13,8,6.5,16.5,"£41,028"
211,3411,100950,Primary,17,19,4,15.3,14.5,4,17.1,"£48,121"
211,3431,100951,Primary,13,14,5,12.5,12.1,4.9,17.9,"£42,330"
211,3462,100953,Primary,14,13,5,11.4,10.6,3.4,16.2,"£41,350"
211,3497,100954,Primary,20,25,5,19.7,22.6,4.8,20.7,"£44,384"
211,3540,100956,Primary,12,12,4,9.2,9.4,3,18.6,"£51,780"
211,3563,100958,Primary,13,11,6,12.2,9.5,6,17.2,"£45,825"
211,3574,100959,Primary,13,19,3,11.8,14.3,2.9,18.6,"£50,373"
211,3581,100960,Primary,15,11,7,14,9.4,5.8,15.7,"£43,806"
211,3592,100961,Primary,13,15,5,13,12,4.7,18.2,"£42,571"
211,3619,100962,Primary,12,10,8,10.6,7.6,4.9,20.2,"£49,319"
211,4000,138202,Secondary,15,3,5,14.4,3,5,15.8,"£48,065"
211,4001,141133,Secondary,18,3,10,18,3,9.5,26.8,"£45,020"
211,4002,141095,16 plus,21,1,7,21,1,7,14.2,"£40,014"
211,4003,142879,Secondary,12,3,1,10.8,3,1,14.9,"£45,376"
211,4005,144756,Secondary,22,1,9,21.6,1,8.4,10.6,"£55,119"
211,4024,100965,Secondary,79,41,33,77.6,36.7,31.5,14.5,"£48,531"
211,4105,100966,Secondary,68,29,21,66.8,24.2,19.7,15.1,"£51,372"
211,4150,100967,Secondary,115,54,43,108.8,42.7,38.7,14.2,"£49,592"
211,4242,143629,Secondary,98,14,36,91,12.1,32.6,15.6,"£51,182"
211,4276,144700,Secondary,85,14,21,85,14,20.5,12.4,"£42,184"
211,4277,143379,All through,117,19,54,114.6,19,53.8,14.4,"£43,709"
211,4284,137789,Secondary,54,18,45,51.7,17.2,36.6,17.9,"£45,690"
211,4296,100972,Secondary,64,20,26,57.8,15.4,25.2,13.5,"£46,051"
211,4297,100973,Secondary,93,25,30,86.3,21.7,28.5,14.3,"£49,070"
211,4298,133289,Secondary,105,20,36,99.8,17.7,33.9,5.7,"£48,784"
211,4505,100974,Secondary,87,42,25,84.6,37.3,24.8,13.8,"£48,435"
211,4507,100975,Secondary,126,31,41,118.9,26.9,37.3,12.5,"£46,715"
211,4722,100977,Secondary,110,38,31,108,32.2,30.2,12.9,"£43,493"
211,4726,100978,Secondary,105,20,36,99.8,17.7,33.9,8.9,"£48,784"
211,5400,100979,Secondary,39,6,13,37.4,5.4,12.3,14,"£50,410"
212,2000,139592,Primary,21,16,3,19.5,13.6,3,18.3,"£43,710"
212,2001,139687,Primary,16,14,4,14.3,9.7,3,14.6,"£35,034"
212,2002,139775,Primary,13,13,4,12.5,13,3.3,26.8,"£38,466"
212,2003,140222,Primary,6,6,2,6,5.6,1.4,21,"£36,822"
212,2004,100995,Primary,25,11,6,23.7,9.5,5.8,14.5,"£38,729"
